GPA,SpanishFluent,SF Bay Area,LA Area,San Diego,Sacramento,Central Coast,San Joaquin Valley,Other CA,Colorado,Washington,Oregon,Texas,Hawaii,Other US
3.13,.125,26.36%,20.38%,6.77%,5.81%,7.96%,6.37%,3.53%,3.26%,6.73%,2.60%,0.87%,0.87%,7.38%
